Tipo,Endereço,Área,Preço,Etiqueta,Código Viva Real
Compra,"Rua Bortolo Martins, 628 - Chácara Santa Margarida, Campinas - SP",199,R$ 1.200.000,-,2572208203
Compra,"Rua Sabiú, 61 - Loteamento Alphaville Campinas, Campinas - SP",360,R$ 426.000,-,2533615821
Compra,"Rua Nazareno Mingoni, 110 - Jardim do Lago, Campinas - SP",48,R$ 255.000,-,2554165430
Compra,"Rua Doutor Lauro de Paula Leite, 230 - Jardim das Paineiras, Campinas - SP",143,R$ 995.000,-,2568053101
Compra,"Rua Coronel Francisco Andrade Coutinho - Cambuí, Campinas - SP",90,R$ 1.030.000,-,2552677555
Compra,"Bairro das Palmeiras, Campinas - SP",192,R$ 1.600.000,-,2528699558
Compra,"Parque Dom Pedro II, Campinas - SP",90,R$ 250.000,-,2538805526
Compra,"Rua Miguel Martins Júnior, 26 - Swiss Park, Campinas - SP",198,R$ 2.140.000,-,2572973083
Compra,"Rua Carlos Renato Frederico - Dic I, Campinas - SP",180,R$ 350.000,-,2565759987
Compra,"Cidade Universitária, Campinas - SP",326,R$ 1.080.000,-,2546435174
Compra,"Jardim das Bandeiras, Campinas - SP",50,R$ 175.000,-,2571920597
Compra,"Jardim Chapadão, Campinas - SP",322,R$ 780.000 Preço abaixo do mercado,-,2543665373
Compra,"Sítios de Recreio Gramado, Campinas - SP",576,R$ 4.000.000,-,2525541571
Compra,"Jardim Guanabara, Campinas - SP",99,R$ 390.000,-,2565295573
Compra,"Residencial Estância Eudóxia, Campinas - SP",296,R$ 2.300.000,-,2568509187
Compra,"Rua Aglair Buratto Villas Boas, 508 - Loteamento Residencial Vila Bella, Campinas - SP",98,R$ 850.000,-,2573806269
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",479,R$ 4.000.000,-,2563915389
Compra,"Avenida Francisco Alfredo Júnior, 1 - Swiss Park, Campinas - SP",306,R$ 1.820.000,-,2572466858
Compra,"Rua Coronel Francisco Andrade Coutinho, 112 - Cambuí, Campinas - SP",126,R$ 1.239.000,-,2540365423
Compra,"Rua Santo Antônio da Alegria - Jardim Nova Europa, Campinas - SP",132,R$ 550.000,-,2543499753
Compra,"Rua Coronel Quirino, 1696 - Cambuí, Campinas - SP",100,R$ 650.000,-,2569867884
Compra,"Rua Antônia de Souza Pereira, 1164 - Parque Cidade Campinas, Campinas - SP",142,R$ 370.000,-,2548758485
Compra,"Avenida das Amoreiras, 6771 - Jardim Novo Campos Elíseos, Campinas - SP",72,R$ 300.000 Preço abaixo do mercado,-,2572114039
Compra,"Avenida Monsenhor Jerônimo Baggio, 306 - Jardim Nossa Senhora Auxiliadora, Campinas - SP",75,R$ 737.576,-,2560011863
Compra,"Vila Maria, Campinas - SP",89,R$ 320.000,-,2573084099
Compra,"Avenida Copacabana - Loteamento Caminhos de San Conrado, Campinas - SP",553,R$ 1.590.000 Preço abaixo do mercado,-,2538182874
Compra,"Barão Geraldo, Campinas - SP",163,R$ 450.000,-,2564419572
Compra,"Avenida Doutor Nelson Noronha Gustavo Filho, 175 - Bairro das Palmeiras, Campinas - SP",132,R$ 989.990,-,2520385876
Compra,"Chácara Primavera, Campinas - SP",170,R$ 1.200.000,-,2573921112
Compra,"Rua Doutor Quirino, 585 - Centro, Campinas - SP",42,R$ 120.000,-,2566298371
Compra,"Rua Luiz Oliveira, 287 - Parque das Flores, Campinas - SP",118,R$ 950.000,-,2562601285
Compra,"Rua Benedita Amaral Pinto, 680 - Jardim Santa Genebra, Campinas - SP",55,R$ 380.000,-,2573618971
Compra,"Rua Hermantino Coelho - Mansões Santo Antônio, Campinas - SP",64,R$ 508.000,-,2550421280
Compra,"Avenida Imperatriz Dona Teresa Cristina, 333 - Jardim Guarani, Campinas - SP",230,R$ 738.000,-,2535238411
Compra,"Rua Laurinda Pomaro Coelho, 1 - Parque Santa Bárbara, Campinas - SP",370,R$ 165.000,-,2569411419
Compra,"Rua Engenheiro Saturnino de Brito, 192 - Vila Itapura, Campinas - SP",88,R$ 350.000,-,2573137300
Compra,"Rua Engenheiro Augusto de Figueiredo, 437 - Swift, Campinas - SP",87,R$ 680.000,-,2573647555
Compra,"Parque da Hípica, Campinas - SP",315,R$ 1.595.000,-,2559304868
Compra,"Avenida Barão de Itapura, 1518 - Botafogo, Campinas - SP",32,R$ 180.000,-,2548804163
Compra,"Recanto dos Dourados, Campinas - SP",178,R$ 660.000,-,2542614348
Compra,"Rua Alcides Barel, 2 - Residencial Parque da Fazenda, Campinas - SP",0,R$ 200.000,-,2566849027
Compra,"Rua Antônio Cesarino - Cambuí, Campinas - SP",177,R$ 1.300.000,-,2567785742
Compra,"Centro, Campinas - SP",336,R$ 600.000,-,2527521492
Compra,"Cambuí, Campinas - SP",153,R$ 890.000 Preço abaixo do mercado,-,2548696472
Compra,"Rua Sabiú, 135 - Loteamento Alphaville Campinas, Campinas - SP",440,R$ 3.280.000,-,2573619112
Compra,"Rua das Lantanas, 5 - Alphaville Dom Pedro, Campinas - SP",269,R$ 2.285.900,-,2569360166
Compra,"Rua Jornalista Ernesto Napoli, 1120 - Jardim Paulicéia, Campinas - SP",60,R$ 1.200 /mês R$ 213.000,-,2561709466
Compra,"Avenida Coronel Silva Teles, 308 - Cambuí, Campinas - SP",120,R$ 749.900 Preço abaixo do mercado,-,2550886855
Compra,"Parque Residencial Vila União, Campinas - SP",120,R$ 280.000 Preço abaixo do mercado,-,2562688574
Compra,"Rua Emerson José Moreira, 489 - Parque Taquaral, Campinas - SP",1486,R$ 2.700.000,-,2569050102
Compra,"Avenida Doutor Arlindo Joaquim de Lemos - Jardim Proença, Campinas - SP",200,R$ 960.000,-,2570033535
Compra,"Rua San Conrado, 415 - Loteamento Caminhos de San Conrado, Campinas - SP",318,R$ 1.330.000,-,2532375205
Compra,"Conjunto Residencial Parque São Bento, Campinas - SP",55,R$ 160.000,-,2569445309
Compra,"Mansões Santo Antônio, Campinas - SP",80,R$ 610.000,-,2570109826
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis - Parque Prado, Campinas - SP",78,R$ 540.000,-,2557092819
Compra,"Vila Itapura, Campinas - SP",40,R$ 1.200 /mês R$ 250.000,-,2560675534
Compra,"Swiss Park, Campinas - SP",77,R$ 556.000,-,2570789528
Compra,"Rua Conceição - Centro, Campinas - SP",144,R$ 530.000 Preço abaixo do mercado,-,2535771919
Compra,"Chácara Belvedere, Campinas - SP",393,R$ 4.200 /mês R$ 1.400.000,-,2572375083
Compra,"Swiss Park, Campinas - SP",330,R$ 2.400.000,-,2550892288
Compra,"Rua Luiz Otávio, 2245 - Mansões Santo Antônio, Campinas - SP",73,R$ 960.003,-,2554704734
Compra,"Rua Benedito Joice Bocchini, 719 - Fazenda Santa Cândida, Campinas - SP",2325,R$ 592.000,-,2570286884
Compra,"Rua do Realengo, 251 - Loteamento Caminhos de Sao Conrado Sousas, Campinas - SP",184,R$ 765.000 Preço abaixo do mercado,-,2569113216
Compra,"Rua Francisco de Campos Abreu, 1589 - Vila Georgina, Campinas - SP",74,R$ 300.000,-,2569461131
Compra,"Rua Julia Segallio, 100 - Jardim Eulina, Campinas - SP",240,R$ 750.000,-,2550630677
Compra,"Jardim Campos Elíseos, Campinas - SP",330,R$ 425.000,-,2566684290
Compra,"Rua Sinésio Pereira da Cunha, 5 - Vale das Garças, Campinas - SP",230,R$ 549.000,-,2569137946
Compra,"Estrada Sousas-Pedreira - Sousas, Campinas - SP",350,R$ 1.500.000,-,2568037583
Compra,"Rodovia José Bonifácio Coutinho Nogueira - Joaquim Egídio, Campinas - SP",400,R$ 3.500.000,-,2492686117
Compra,"Rua Manuel Francisco Monteiro, 368 - Parque Industrial, Campinas - SP",56,R$ 380.000,-,2573621470
Compra,"Rua Adib Zakia, 106 - Vila Miguel Vicente Cury, Campinas - SP",46,R$ 1.500 /mês R$ 339.000,-,2567002649
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis, 874 - Parque Prado, Campinas - SP",108,R$ 910.000,-,2562708768
Compra,"Rua Quatorze de Dezembro, 442 - Cambuí, Campinas - SP",158,R$ 1.200.000,-,2562526821
Compra,"Fundação da Casa Popular, Campinas - SP",49,R$ 275.000,-,2569303346
Compra,"Rua Major Solon, 615 - Cambuí, Campinas - SP",115,R$ 690.000,-,2552426080
Compra,"Loteamento Alphaville Campinas, Campinas - SP",530,R$ 4.800.000,-,2551286554
Compra,"Avenida José de Souza Campos, 0 - Cambuí, Campinas - SP",420,R$ 4.300.000,-,2514240685
Compra,"Avenida Francisco Alfredo Júnior, 625 - Swiss Park, Campinas - SP",360,R$ 1.890.000 Preço abaixo do mercado,-,2553442649
Compra,"Rua Hermantino Coelho, 77 - Mansões Santo Antônio, Campinas - SP",75,R$ 529.000,-,2567026769
Compra,"Rua Barão de Atibaia, 462 - Vila Itapura, Campinas - SP",88,R$ 859.000,-,2566830477
Compra,"Jardim Nova Europa, Campinas - SP",50,R$ 215.000,-,2554150922
Compra,"Rua Sapopemba, 199 - Loteamento Caminhos de Sao Conrado Sousas, Campinas - SP",300,R$ 1.300.000,-,2562413418
Compra,"Rua Barão de Jaguara, 672 - Centro, Campinas - SP",85,R$ 260.000,-,2571376579
Compra,"Avenida das Amoreiras - Vila Mimosa, Campinas - SP",51,R$ 300.000,-,2565034278
Compra,"Rua Adalgiza Nery, 309 - Dic I, Campinas - SP",250,R$ 150.000,-,2574372789
Compra,"Avenida Francisco Alfredo Júnior, 629 - Swiss Park, Campinas - SP",190,R$ 1.779.000,-,2571216551
Compra,"Rua Amália Della Colleta, 701 - Parque Imperador, Campinas - SP",115,R$ 1.100.000,-,2489641373
Compra,"Rua Barão Geraldo de Resende, 205 - Botafogo, Campinas - SP",57,R$ 561.070,-,2560460739
Compra,"Avenida Doutor Nelson Noronha Gustavo Filho - Vila Brandina, Campinas - SP",132,R$ 1.080.000,-,2573392591
Compra,"Chácara Cneo, Campinas - SP",95,R$ 850.000,-,2564435131
Compra,"Avenida José Pancetti, 861 - Vila Proost de Souza, Campinas - SP",65,R$ 260.000,-,2550008279
Compra,"Avenida Francisco Alfredo Júnior, 336 - Swiss Park, Campinas - SP",206,R$ 1.890.000,-,2544999788
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis - Parque Prado, Campinas - SP",64,R$ 510.000,-,2566275067
Compra,"Rua Alferes Pedro de Souza, 18 - Taquaral, Campinas - SP",77,R$ 650.000,-,2567003126
Compra,"Botafogo, Campinas - SP",50,R$ 1.500 /mês R$ 235.000,-,2565891956
Compra,"Jardim Garcia, Campinas - SP",180,R$ 560.000,-,2572580882
Compra,"Parque Residencial Vila União, Campinas - SP",52,R$ 750 /mês R$ 160.000,-,2563804657
Compra,"Barão Geraldo, Campinas - SP",380,R$ 8.000 /mês R$ 1.980.000,-,2566110279
Compra,"Avenida Anchieta - Centro, Campinas - SP",65,R$ 1.600 /mês R$ 170.000,-,2562861480
Compra,"Avenida John Boyd Dunlop, 4774 - Jardim Ipaussurama, Campinas - SP",52,R$ 202.000,-,2564777296
Compra,"Avenida Engenheiro Luiz Antônio Laloni, 321 - Condominio Estancia Paraiso, Campinas - SP",243,R$ 1.400.000,-,2571778223
Compra,"Avenida Benjamin Constant - Centro, Campinas - SP",90,R$ 570.000,-,2571354132
Compra,"Rua Sargento Luís de Morais, 605 - Jardim São Vicente, Campinas - SP",61,R$ 490.000,-,2572576287
Compra,"Rua Patativa, 170 - Vila Nova Teixeira, Campinas - SP",78,R$ 315.000 Preço abaixo do mercado,-,2562697275
Compra,"Rua Anésio Lafayette Raizer, 1 - Sousas, Campinas - SP",200,R$ 2.150.000,-,2552848479
Compra,"Cambuí, Campinas - SP",58,R$ 198.000 Preço abaixo do mercado,-,2568563334
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",360,R$ 1.690.000 Preço abaixo do mercado,-,2558919080
Compra,"Avenida Doutor Moraes Salles - Cambuí, Campinas - SP",150,R$ 670.000,-,2516554178
Compra,"Rua Olavo Bilac, 459 - Cambuí, Campinas - SP",95,R$ 580.000,-,2574419837
Compra,"Rua Dez de Setembro, 54 - Centro, Campinas - SP",70,R$ 520.000 Preço abaixo do mercado,-,2569160023
Compra,"Swiss Park, Campinas - SP",333,R$ 1.900.000,-,2563334871
Compra,"Rua Percy Cornélio - Cidade Satélite Íris, Campinas - SP",625,R$ 499.000,-,2551983190
Compra,"Avenida Imperatriz Leopoldina, 550 - Vila Nova, Campinas - SP",69,R$ 3.100 /mês R$ 585.000,-,2574393811
Compra,"Rua Zerillo Pereira Lopes - Parque Alto Taquaral, Campinas - SP",240,R$ 1.490.000,-,2566415242
Compra,"Rua Américo Juliatte - Loteamento Parque das Hortências, Campinas - SP",227,R$ 4.800 /mês R$ 975.000,-,2552642716
Compra,"Loteamento Alphaville Campinas, Campinas - SP",682820,R$ 4.800.000,-,2573569878
Compra,"Rua Onze de Agosto, 411 - Centro, Campinas - SP",50,R$ 1.000 /mês R$ 200.000,-,2559198759
Compra,"Fazenda Santa Cândida, Campinas - SP",109,R$ 765.000,-,2569811280
Compra,"Taquaral, Campinas - SP",119,R$ 1.490.000,-,2570253298
Compra,"Avenida Francisco Alfredo Júnior, 629 - Swiss Park, Campinas - SP",307,R$ 1.990.000 Preço abaixo do mercado,-,2518912974
Compra,"Avenida Oswaldo Von Zuben, 969 - Parque da Hípica, Campinas - SP",264,R$ 1.600.000,-,2564143870
Compra,"Rua Jasmim, 850 - Chácara Primavera, Campinas - SP",105,R$ 750.000,-,2568334125
Compra,"Loteamento Alphaville Campinas, Campinas - SP",475,R$ 2.600.000 Preço abaixo do mercado,-,2559901670
Compra,"Jardim Novo Maracanã, Campinas - SP",65,R$ 249.900,-,2558616385
Compra,"Bosque, Campinas - SP",102,R$ 605.000,-,2569107296
Compra,"Avenida Princesa D'Oeste, 1300 - Jardim Paraíso, Campinas - SP",118,R$ 798.000,-,2571920225
Compra,"Avenida Washington Luís, 4300 - Parque Prado, Campinas - SP",44,R$ 239.900,-,2485453822
Compra,"Rua Dom Lino Deodato Rodrigues de Carvalho - Jardim Proença, Campinas - SP",175,R$ 459.000,-,2529517059
Compra,"Rua Barão de Jaguara - Centro, Campinas - SP",44,R$ 1.200 /mês R$ 200.000,-,2547942653
Compra,"Avenida Brasil, 1 - Jardim Guanabara, Campinas - SP",170,R$ 1.069.000,-,2508667938
Compra,"Parque Taquaral, Campinas - SP",150,R$ 1.130.000,-,2559644174
Compra,"Jardim Carlos Lourenço, Campinas - SP",127,R$ 444.990,-,2571354631
Compra,"Rua Amélia Bueno, 156 - Taquaral, Campinas - SP",375,R$ 1.100.000 Preço abaixo do mercado,-,2566726913
Compra,"Rua Arquiteto José Augusto Silva, 761 - Mansões Santo Antônio, Campinas - SP",87,R$ 475.000,-,2570684955
Compra,"Centro, Campinas - SP",45,R$ 150.000,-,2539712494
Compra,"Fazenda Santa Cândida, Campinas - SP",102,R$ 960.000,-,2564989582
Compra,"Rua San Conrado, 149 - Loteamento Caminhos de San Conrado, Campinas - SP",227,R$ 5.500 /mês R$ 1.100.000,-,2561689481
Compra,"Avenida Royal Palm Plaza - Jardim Nova California, Campinas - SP",51,R$ 532.627,-,2570268602
Compra,"Rua Doutor Sampaio Peixoto - Cambuí, Campinas - SP",108,R$ 6.500 /mês R$ 1.399.000,-,2570633958
Compra,"Rua Rafael Andrade Duarte, 145 - Nova Campinas, Campinas - SP",317,R$ 1.980.000,-,2566041771
Compra,"Rua Henrique Schroeder, 26 - Taquaral, Campinas - SP",87,R$ 954.000,-,2562956775
Compra,"Avenida Araçá, 1 - Loteamento Alphaville Campinas, Campinas - SP",900,R$ 9.500.000,-,2571496198
Compra,"Jardim Nova Europa, Campinas - SP",67,R$ 330.000,-,2559414158
Compra,"Rua José de Alencar - Centro, Campinas - SP",60,R$ 160.000,-,2555714482
Compra,"Avenida Carlos Diaulas Serpa - Loteamento Parque dos Alecrins , Campinas - SP",220,R$ 1.990.000,-,2569300503
Compra,"Parque Residencial Vila União, Campinas - SP",140,R$ 355.000 Preço abaixo do mercado,-,2572859011
Compra,"Rua Paula Bueno - Taquaral, Campinas - SP",128,R$ 980.000,-,2561688487
Compra,"Barão Geraldo, Campinas - SP",161,R$ 680.000,-,2573856721
Compra,"Rua dos Uapes, 325 - Vila Miguel Vicente Cury, Campinas - SP",70,R$ 298.000,-,2561538311
Compra,"Rua Recôncavo, 306 - Jardim Andorinhas, Campinas - SP",120,R$ 310.000,-,2565373817
Compra,"Rua Pastor Antonio Tiburtino da Silva, 490 - Jardim Ibirapuera, Campinas - SP",43,R$ 209.960,-,2573047035
Compra,"Rua Carlos Manarini - Parque Jambeiro, Campinas - SP",98,R$ 525.000,-,2563919492
Compra,"Avenida Palestina, 7 - Jardim Flamboyant, Campinas - SP",72,R$ 179.777 Preço abaixo do mercado,-,2566658962
Compra,"Rua Tenente-Coronel José Ferreira Lameirão, 105 - Vila Rossi Borghi E Siqueira, Campinas - SP",104,R$ 800.000,-,2554567102
Compra,"Rua Carlos Mazzoni - Loteamento Residencial Vila Bella, Campinas - SP",125,R$ 1.000.000,-,2568152234
Compra,"Rua Mariazinha Leite Campagnolli, 1101 - Parque Xangrilá, Campinas - SP",136,R$ 980.000,-,2574448554
Compra,"Rua Barão de Ataliba, 72 - Cambuí, Campinas - SP",132,R$ 990.000,-,2573183208
Compra,"Rua Armando Eurico Stocco - Jardim Botânico, Campinas - SP",312,R$ 1.400.000,-,2555724335
Compra,"Parque Jatibaia, Campinas - SP",285,R$ 3.500 /mês R$ 890.000,-,2573414549
Compra,"Vila Carminha, Campinas - SP",51,R$ 218.000 Preço abaixo do mercado,-,2564144006
Compra,"Rua Joaquim Novaes - Cambuí, Campinas - SP",56,R$ 475.000,-,2568720398
Compra,"Sousas, Campinas - SP",194,R$ 1.500.000,-,2560292698
Compra,"Jardim Chapadão, Campinas - SP",2136,R$ 5.700.000,-,2564472681
Compra,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",295,R$ 16.000 /mês R$ 2.450.000,-,2569339182
Compra,"Rua Doutor Quirino, 585 - Centro, Campinas - SP",47,R$ 200.000,-,2565785586
Compra,"Avenida Engenheiro Luiz Antônio Laloni - Condominio Estancia Paraiso, Campinas - SP",518,R$ 2.398.000,-,2535780680
Compra,"Rua Padre Antônio Vieira - Taquaral, Campinas - SP",132,R$ 500.000,-,2549066809
Compra,"Jardim Eulina, Campinas - SP",194,R$ 1.500.000,-,2573172373
Compra,"Rua Boaventura do Amaral, 1146 - Centro, Campinas - SP",239,R$ 980.000 Preço abaixo do mercado,-,2571753001
Compra,"Rua Fernão Lopes, 1400 - Parque Taquaral, Campinas - SP",69,R$ 320.000,-,2524043219
Compra,"Rua José Paulino, 159 - Bosque, Campinas - SP",42,R$ 2.250 /mês R$ 450.000,-,2570489163
Compra,"Residencial Parque dos Alecrins, Campinas - SP",260,R$ 1.960.000,-,2572468345
Compra,"Rua Ferreira Penteado, n/a - Centro, Campinas - SP",67,R$ 450.000,-,2554226298
Compra,"Rua Paulo Vianna de Souza, 270 - Parque Residencial Vila União, Campinas - SP",52,R$ 1.000 /mês R$ 190.000,-,2571753677
Compra,"Rua Aglair Buratto Villas Boas - Loteamento Residencial Vila Bella, Campinas - SP",98,R$ 800.000,-,2562332267
Compra,"Parque Universitário de Viracopos, Campinas - SP",47,R$ 202.000,-,2573793761
Compra,"Rua Antonio Simões Lobo, s/n - Loteamento Alphaville Campinas, Campinas - SP",414,R$ 4.250.000,-,2573810287
Compra,"Jardim do Lago, Campinas - SP",82,R$ 568.000,-,2569106171
Compra,"Avenida Júlio de Mesquita - Cambuí, Campinas - SP",525,R$ 12.000 /mês R$ 3.900.000,-,2567962926
Compra,"Rua Comendador Luiz José Pereira de Queiroz, 170 - Botafogo, Campinas - SP",90,R$ 560.000,-,2568812456
Compra,"Rua Francisco Bueno Lacerda, 250 - Parque Itália, Campinas - SP",54,R$ 279.000,-,2555160062
Compra,"Condomínio Chácaras do Alto da Nova Campinas, Campinas - SP",5450,R$ 1.900.000,-,2573609481
Compra,"Ville Sainte Helene, Campinas - SP",43,R$ 320.000,-,2565144819
Compra,"Barão Geraldo, Campinas - SP",174,R$ 740.000,-,2564166771
Compra,"Rua Cheda Nane Saad, 109 - Loteamento Residencial Entre Verdes Sousas, Campinas - SP",467,R$ 4.950.000,-,2569111587
Compra,"Rua Anita Malfati - Dic IV, Campinas - SP",150,R$ 350.000,-,2569164528
Compra,"Rodovia Visconde de Porto Seguro, 100 - Vila Ipê, Campinas - SP",50,R$ 300.000,-,2571800683
Compra,"Vila Itapura, Campinas - SP",38,R$ 550 /mês R$ 160.000,-,2512536809
Compra,"Mansões Santo Antônio, Campinas - SP",57,R$ 620.000,-,2549122466
Compra,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",284,R$ 2.550.000,-,2552932551
Compra,"Rua Barreto Leme - Cambuí, Campinas - SP",42,R$ 295.000,-,2567106490
Compra,"Parque Taquaral, Campinas - SP",390,R$ 18.000 /mês R$ 1.830.000,-,2548578780
Compra,"Taquaral, Campinas - SP",225,R$ 995.000,-,2527660389
Compra,"Jardim Nova Europa, Campinas - SP",110,R$ 650.000,-,2557678064
Compra,"Jardim Santa Genebra, Campinas - SP",60,R$ 360.000,-,2517494138
Compra,"Vila Itapura, Campinas - SP",40,R$ 1.100 /mês R$ 350.000,-,2550921759
Compra,"Rua Azarias de Melo, 380 - Taquaral, Campinas - SP",204,R$ 1.419.000,-,2561538878
Compra,"Rua Carlos Ernesto Carmona Fussi, 000 - Loteamento Residencial Novo Mundo, Campinas - SP",60,R$ 210.000,-,2574295499
Compra,"Rua Duque de Caxias, 880 - Centro, Campinas - SP",54,R$ 620.000,-,2548247565
Compra,"Loteamento Parque São Martinho, Campinas - SP",64,R$ 350.000,-,2573691914
Compra,"Parque Taquaral, Campinas - SP",77,R$ 320.000,-,2558824559
Compra,"Rua José Peressinoto, 1 - Alphaville Dom Pedro 2, Campinas - SP",350,R$ 2.200.000,-,2564483870
Compra,"Avenida Carla Alessandra Tozzi, 10 - Loteamento Residencial Entre Verdes , Campinas - SP",1320,R$ 800.000,-,2542479792
Compra,"Avenida Francisco Alfredo Júnior, 629 - Swiss Park, Campinas - SP",210,R$ 1.990.000,-,2553862088
Compra,"Rua Evandro Batista Vieira, 178 - Loteamento Alphaville Campinas, Campinas - SP",111,R$ 840.000,-,2556416414
Compra,"Loteamento Residencial Entre Verdes Sousas, Campinas - SP",472,R$ 4.500.000,-,2522333957
Compra,"Cambuí, Campinas - SP",96,R$ 749.000,-,2550972162
Compra,"Rua Maria Mercedes Etter Von Zuben, 151 - Jardim Antonio Von Zuben, Campinas - SP",43,R$ 250.000,-,2538330711
Compra,"Rua Carlos Panuncio, n/a - Jardim do Lago II, Campinas - SP",75,R$ 330.000,-,2565186331
Compra,"Rua José de Sousa Galvão, 798 - Swiss Park, Campinas - SP",221,R$ 1.199.900,-,2541129240
Compra,"Avenida Professora Dea Ehrhardt Carvalho, 81 - Sítios de Recreio Gramado, Campinas - SP",628,R$ 3.880.000,-,2549851909
Compra,"Rua Felipe Camarão, 164 - Jardim dos Oliveiras, Campinas - SP",48,R$ 250.000,-,2568632395
Compra,"Rua Professor Antônio Nogueira Braga - Mansões Santo Antônio, Campinas - SP",109,R$ 748.000,-,2562684448
Compra,"Mansões Santo Antônio, Campinas - SP",60,R$ 480.000,-,2558241152
Compra,"Rua Maria Monteiro, 141 - Cambuí, Campinas - SP",250,R$ 1.580.000,-,2561249789
Compra,"Cidade Universitária, Campinas - SP",166,R$ 679.990,-,2570323446
Compra,"Avenida Barão de Itapura, 2137 - Guanabara, Campinas - SP",50,R$ 220.000,-,2566850713
Compra,"Chácara Primavera, Campinas - SP",72,R$ 410.000,-,2571196111
Compra,"Rua Bernardino Martins Filho, 250 - Jardim das Bandeiras, Campinas - SP",67,R$ 230.000,-,2561295175
Compra,"Rua Alberto Cerqueira Lima, 29 - Taquaral, Campinas - SP",66,R$ 3.000 /mês R$ 615.000,-,2574279755
Compra,"Rua Buarque de Macedo, 807 - Jardim Brasil, Campinas - SP",197,R$ 4.000 /mês R$ 799.000,-,2567026573
Compra,"Jardim Novo Cambuí, Campinas - SP",725,R$ 12.000 /mês R$ 2.200.000,-,2569182051
Compra,"Estrada Municipal Adelina Segantini Cerqueira Leite, 1000 - Loteamento Mont Blanc Residence, Campinas - SP",491,R$ 3.950.000,-,2564048562
Compra,"Avenida Francisco Alfredo Júnior, 629 - Swiss Park, Campinas - SP",280,R$ 2.540.000,-,2557589677
Compra,"Rua Coronel Quirino, 1961 - Cambuí, Campinas - SP",91,R$ 530.000,-,2447126935
Compra,"Rua Professor Antônio Nogueira Braga, 76 - Mansões Santo Antônio, Campinas - SP",150,R$ 659.900 Preço abaixo do mercado,-,2559930574
Compra,"Avenida Anchieta, 674 - Centro, Campinas - SP",82,R$ 218.000 Preço abaixo do mercado,-,2572400226
Compra,"Avenida Wellman Galvão de França Rangel, 798 - Swiss Park, Campinas - SP",218,R$ 1.170.000 Preço abaixo do mercado,-,2496020101
Compra,"Rua Álvaro Ribeiro, 15 - Ponte Preta, Campinas - SP",86,R$ 409.000,-,2560682607
Compra,"Rua Dona Prisciliana Soares, 133 - Cambuí, Campinas - SP",67,R$ 625.000,-,2564023659
Compra,"Rua Amélia Maria de Paula Venturini - Barão Geraldo, Campinas - SP",362,R$ 1.450.000,-,2572866781
Compra,"Rua Lauro Vannucci - Fazenda Santa Cândida, Campinas - SP",61,R$ 580.419,-,2567995366
Compra,"Rodovia Governador Doutor Adhemar Pereira de Barros, 1000 - Loteamento Mont Blanc Residence, Campinas - SP",420,R$ 599.000,-,2565189181
Compra,"Rua Professor Orestes Carlos Segallio, 430 - Vila Industrial, Campinas - SP",43,R$ 238.490,-,2568474912
Compra,"Rua Severo Penteado, 80 - Cambuí, Campinas - SP",126,R$ 1.150.000 Preço abaixo do mercado,-,2557586412
Compra,"Rua Dolores da Silva Miom, 144 - Village Campinas, Campinas - SP",1300,R$ 852.000,-,2568544993
Compra,"Rua Berros Andery, 19 - Jardim Botânico, Campinas - SP",400,R$ 2.500.000,-,2527126904
Compra,"Rua Luiz Otávio - Mansões Santo Antônio, Campinas - SP",96,R$ 1.200.000,-,2560648581
Compra,"Avenida Quatro, 5 - Jardim São Pedro de Viracopos, Campinas - SP",600,R$ 280.000,-,2572602197
Compra,"Rua Barão Geraldo de Resende, 97 - Botafogo, Campinas - SP",46,R$ 320.000,-,2559209295
Compra,"Rua Floriano Fernandes Lopes, 10 - Taquaral, Campinas - SP",75,R$ 439.000,-,2560058673
Compra,"Rua Doutor Mário Badan - Jardim Chapadão, Campinas - SP",403,R$ 1.200.000,-,2567727290
Compra,"Avenida Maria Emília Alves dos Santos de Ângelis, 121 - Parque Prado, Campinas - SP",98,R$ 600.000,-,2571342086
Compra,"Rua Henrique Schroeder, 111 - Taquaral, Campinas - SP",115,R$ 1.490.000,-,2565903054
Compra,"Estrada Municipal Weimar Morandi, 100 - Recanto do Guara, Campinas - SP",360,R$ 219.900,-,2573293256
Compra,"Cambuí, Campinas - SP",147,R$ 1.250.000,-,2550921476
Compra,"Rua João Lopes Vieira, 141 - Loteamento Residencial Vila Bella, Campinas - SP",90,R$ 950.000,-,2564469552
Compra,"Rua Nuno Álvares Pereira, 411 - Vila Nogueira, Campinas - SP",178,R$ 850.000,-,2542727143
Compra,"Rua Nair Pimenta da Silva - Barão Geraldo, Campinas - SP",188,R$ 645.000,-,2568603561
Compra,"Rua Vicente Celestino - Jardim Von Zuben, Campinas - SP",154,R$ 650.000,-,2562463553
